signal,mean_rank_ic,std_rank_ic,ic_information_ratio,n_days
reversal_5d_z,0.008952473736234031,0.31136084656259694,0.028752728016604355,2064
momentum_20d_z,-0.00025025278058645156,0.2951005518377088,-0.0008480254578584409,2064
momentum_60d_z,0.012318419278732725,0.3224524355993916,0.03820228324786754,2064
momentum_20d_vol_adj_z,-0.0028985507246376795,0.2827580737131668,-0.010250991904754607,2064
liquidity_adjusted_momentum_z,0.006509100101112236,0.28657356603124634,0.022713539811981546,2064
