raw_regime,market_return,cross_sectional_dispersion,breadth,realized_volatility_20d,trend_60d,liquidity_stress,sector_dispersion,sector_return_max_minus_min,market_move_to_dispersion,stress_score,regime,mapping_method,match_distance,regime_model_id,fit_start_date,fit_end_date
1,0.005241293073509307,0.010234740855018487,0.6089202804993268,0.009188078380925458,0.0633889428525032,0.05532688535135433,0.0073097320708987185,0.021978923509262574,0.7432788916301964,-1.998044639667613,0,sequential_centroid_match,0.0057976319007185745,22,2018-03-29,2020-12-24
2,0.006512225439748543,0.020423551715808543,0.6112764289963076,0.013225894100108352,0.052391117915621704,-0.2205104783165991,0.01632979257688122,0.04864131149856626,0.4842114402188077,1.5521306873234417,2,sequential_centroid_match,0.016569913779311475,22,2018-03-29,2020-12-24
3,0.005140725441940669,0.035564198071924805,0.548608853883208,0.04827134258202066,-0.1868613516609818,-0.3108247691921512,0.028730442491234,0.08477615260714552,1.4933344960630188,13.647436870893506,3,sequential_centroid_match,0.0047910937243960325,22,2018-03-29,2020-12-24
0,0.005220861290915694,0.010244920872371898,0.6077946744621645,0.009205410603053448,0.06389149534098561,0.05438659891289975,0.007318432057037144,0.022000495825790715,0.7415093165628308,-1.98252808847056,0,sequential_centroid_match,0.0031107877702601793,23,2018-03-29,2021-01-26
1,-0.016774141028823533,0.01327330054662852,0.22085372466199865,0.012218972654532471,0.018764324364700522,-0.19314988917079695,0.009701003337025388,0.028907997639488068,0.7408099931753167,1.280437404929294,1,sequential_centroid_match,0.0071567912720832,23,2018-03-29,2021-01-26
2,0.006158435538222797,0.020479724665033262,0.6034251672412966,0.012392472073337962,0.05938186900615072,-0.22662238946739052,0.016455496566272602,0.049085173994426225,0.4497056261830142,1.4565216804004812,2,sequential_centroid_match,0.05164533035369185,23,2018-03-29,2021-01-26
3,0.005065221034573673,0.03557924396901274,0.5486168401011162,0.04808968522082633,-0.1880702365459589,-0.3047426914628547,0.028764928102689394,0.08493337857424343,1.4948774420733133,13.681349899245976,3,sequential_centroid_match,0.010007584078070224,23,2018-03-29,2021-01-26
0,0.005213340405282348,0.010292457875477841,0.6084871498230342,0.009238293572695865,0.06510121161510257,0.053686206133484654,0.007341281774541461,0.022053321029348375,0.7393735237096134,-1.9735168813100938,0,sequential_centroid_match,0.005861020637820764,24,2018-03-29,2021-02-24
1,-0.016820184628663106,0.013300743932774157,0.21900772118235196,0.012124503258070025,0.02094521468594374,-0.2015643653301738,0.009709976803155756,0.02895060087975838,0.7337558856947368,1.275473519700753,1,sequential_centroid_match,0.013193504887064311,24,2018-03-29,2021-02-24
2,0.006215314558384833,0.020461794405587614,0.6048397795655792,0.012419085788698781,0.06078408458124192,-0.22306380137345275,0.01643664401154562,0.049036231230463134,0.4501369469385993,1.4873419215336703,2,sequential_centroid_match,0.006784287593825024,24,2018-03-29,2021-02-24
3,0.0050477844490016775,0.035562099375470405,0.5477106661822408,0.048039630331812876,-0.1885573336554549,-0.2986964997468786,0.028797754170956952,0.08504960003511644,1.4943733280025047,13.869238679144189,3,sequential_centroid_match,0.0063308749413724785,24,2018-03-29,2021-02-24
0,0.005563277889862421,0.020012476690268375,0.5941883742074996,0.0118697537365063,0.06406178502743512,-0.22942496475926144,0.016116231188032574,0.048031056894215655,0.44423540796312544,1.2992767037144886,2,sequential_centroid_match,0.04411898385637749,25,2018-03-29,2021-03-24
1,0.005038834622297302,0.03555412035934429,0.5478012711913883,0.0480190939176163,-0.18871094310558736,-0.2965477301773793,0.028823805353434227,0.08507977524224782,1.494569073712706,14.000302357528057,3,sequential_centroid_match,0.0025011297510982126,25,2018-03-29,2021-03-24
2,0.005257041089060523,0.010204055130748967,0.6094654750808466,0.009297100911207258,0.06486004184323084,0.05326429346143442,0.007277874674679506,0.021857746999517536,0.7455288078294384,-2.0148118926923884,0,sequential_centroid_match,0.008565938752010576,25,2018-03-29,2021-03-24
3,-0.016805707221505543,0.013270251873377778,0.217869444162046,0.012151740433861604,0.02126354928480969,-0.20257612141441256,0.00971486309882105,0.028949430246938513,0.7370580476718588,1.2928097336726019,1,sequential_centroid_match,0.00390313688264039,25,2018-03-29,2021-03-24
0,-0.016710954820150392,0.01321283953456651,0.21791043029894924,0.012090264969558676,0.022170688449905086,-0.19887120889085497,0.009675512296473949,0.028837118132122905,0.7355488382424944,1.3077860913468038,1,sequential_centroid_match,0.0068795234224394985,26,2018-03-29,2021-04-22
