raw_regime,regime,stress_score,mapping_method,match_distance,regime_model_id,fit_start_date,fit_end_date,assignment_start_date,assignment_end_date
0,3,15.393031379867928,sequential_centroid_match,0.004441473150556285,55,2018-03-29,2023-08-11,2023-08-14,2023-09-11
1,2,1.9669440313171025,sequential_centroid_match,0.00428882782122428,55,2018-03-29,2023-08-11,2023-08-14,2023-09-11
2,0,-2.237828910557434,sequential_centroid_match,0.0076698544317842145,55,2018-03-29,2023-08-11,2023-08-14,2023-09-11
3,1,1.4388734505253253,sequential_centroid_match,0.006416844874201439,55,2018-03-29,2023-08-11,2023-08-14,2023-09-11
0,0,-2.226772131250785,sequential_centroid_match,0.0032270497972786334,56,2018-03-29,2023-09-11,2023-09-12,2023-10-09
1,1,1.4335281983026256,sequential_centroid_match,0.008101917086353114,56,2018-03-29,2023-09-11,2023-09-12,2023-10-09
2,3,15.466928258910281,sequential_centroid_match,0.00583920948614954,56,2018-03-29,2023-09-11,2023-09-12,2023-10-09
3,2,1.9740803804035982,sequential_centroid_match,0.005090302979388088,56,2018-03-29,2023-09-11,2023-09-12,2023-10-09
0,2,1.9846832297000279,sequential_centroid_match,0.006109838758242901,57,2018-03-29,2023-10-09,2023-10-10,2023-11-06
1,0,-2.229248061347821,sequential_centroid_match,0.005405913624007111,57,2018-03-29,2023-10-09,2023-10-10,2023-11-06
2,3,15.568195089949628,sequential_centroid_match,0.0041604576386724094,57,2018-03-29,2023-10-09,2023-10-10,2023-11-06
3,1,1.3471192679591788,sequential_centroid_match,0.017329061858767345,57,2018-03-29,2023-10-09,2023-10-10,2023-11-06
0,1,1.341962125757061,sequential_centroid_match,0.011952667951634705,58,2018-03-29,2023-11-06,2023-11-07,2023-12-05
1,0,-2.221399805492351,sequential_centroid_match,0.007591924306844156,58,2018-03-29,2023-11-06,2023-11-07,2023-12-05
2,3,15.627906791194823,sequential_centroid_match,0.00676732324454036,58,2018-03-29,2023-11-06,2023-11-07,2023-12-05
3,2,1.9805304377503345,sequential_centroid_match,0.011818884910919616,58,2018-03-29,2023-11-06,2023-11-07,2023-12-05
0,1,1.3717484534815623,sequential_centroid_match,0.007239585402857007,59,2018-03-29,2023-12-05,2023-12-06,2024-01-04
1,0,-2.215235323613068,sequential_centroid_match,0.006443526683188203,59,2018-03-29,2023-12-05,2023-12-06,2024-01-04
2,2,1.989386504915998,sequential_centroid_match,0.006400986167969498,59,2018-03-29,2023-12-05,2023-12-06,2024-01-04
3,3,15.72316513053713,sequential_centroid_match,0.002269316754204454,59,2018-03-29,2023-12-05,2023-12-06,2024-01-04
0,1,1.3759247875532488,sequential_centroid_match,0.007252012597853026,60,2018-03-29,2024-01-04,2024-01-05,2024-02-02
1,2,2.0275674396352863,sequential_centroid_match,0.006221953520565642,60,2018-03-29,2024-01-04,2024-01-05,2024-02-02
2,3,15.850685853045169,sequential_centroid_match,0.012186560970485392,60,2018-03-29,2024-01-04,2024-01-05,2024-02-02
3,0,-2.2115749643406035,sequential_centroid_match,0.005183525531490949,60,2018-03-29,2024-01-04,2024-01-05,2024-02-02
0,0,-2.2056449799921256,sequential_centroid_match,0.00591387755329674,61,2018-03-29,2024-02-02,2024-02-05,2024-03-04
1,2,2.02537524694012,sequential_centroid_match,0.011743450646620638,61,2018-03-29,2024-02-02,2024-02-05,2024-03-04
2,1,1.4193525158512565,sequential_centroid_match,0.005529066844715316,61,2018-03-29,2024-02-02,2024-02-05,2024-03-04
3,3,15.915949134601808,sequential_centroid_match,0.006619454463800098,61,2018-03-29,2024-02-02,2024-02-05,2024-03-04
0,3,15.961693089659573,sequential_centroid_match,0.008175574139674055,62,2018-03-29,2024-03-04,2024-03-05,2024-04-02
1,0,-2.197077336026385,sequential_centroid_match,0.007131128988835256,62,2018-03-29,2024-03-04,2024-03-05,2024-04-02
2,2,2.051770721037971,sequential_centroid_match,0.0031636691702871754,62,2018-03-29,2024-03-04,2024-03-05,2024-04-02
3,1,1.4398433171122096,sequential_centroid_match,0.003797034474941845,62,2018-03-29,2024-03-04,2024-03-05,2024-04-02
0,1,1.5083580425468148,sequential_centroid_match,0.0074009641833486725,63,2018-03-29,2024-04-02,2024-04-03,2024-04-30
1,2,2.090240849996778,sequential_centroid_match,0.005136069848559217,63,2018-03-29,2024-04-02,2024-04-03,2024-04-30
2,0,-2.191897052558629,sequential_centroid_match,0.011509569470689825,63,2018-03-29,2024-04-02,2024-04-03,2024-04-30
3,3,16.074249579717474,sequential_centroid_match,0.00645944517771773,63,2018-03-29,2024-04-02,2024-04-03,2024-04-30
0,0,-2.1819325457130323,sequential_centroid_match,0.005092341447622999,64,2018-03-29,2024-04-30,2024-05-01,2024-05-29
1,1,1.4580564832950034,sequential_centroid_match,0.014186587163954283,64,2018-03-29,2024-04-30,2024-05-01,2024-05-29
2,3,16.13627067665383,sequential_centroid_match,0.003330668105246661,64,2018-03-29,2024-04-30,2024-05-01,2024-05-29
3,2,2.148746801558672,sequential_centroid_match,0.009203780838301487,64,2018-03-29,2024-04-30,2024-05-01,2024-05-29
0,2,2.1293022644879134,sequential_centroid_match,0.013687749788330997,65,2018-03-29,2024-05-29,2024-05-30,2024-06-27
1,1,1.4784197990323271,sequential_centroid_match,0.0061025026940509305,65,2018-03-29,2024-05-29,2024-05-30,2024-06-27
2,0,-2.180844586257336,sequential_centroid_match,0.003976486556605961,65,2018-03-29,2024-05-29,2024-05-30,2024-06-27
3,3,16.198575238327727,sequential_centroid_match,0.005876781740333955,65,2018-03-29,2024-05-29,2024-05-30,2024-06-27
0,3,16.310756699340583,sequential_centroid_match,0.007449546472988908,66,2018-03-29,2024-06-27,2024-06-28,2024-07-26
1,0,-2.178263102378932,sequential_centroid_match,0.006136158530519984,66,2018-03-29,2024-06-27,2024-06-28,2024-07-26
2,1,1.5309375003507328,sequential_centroid_match,0.005812411827865835,66,2018-03-29,2024-06-27,2024-06-28,2024-07-26
3,2,2.1140164645883748,sequential_centroid_match,0.00795245618880635,66,2018-03-29,2024-06-27,2024-06-28,2024-07-26
0,1,1.543819546923131,sequential_centroid_match,0.0031733967059623547,67,2018-03-29,2024-07-26,2024-07-29,2024-08-23
1,0,-2.1763473339653823,sequential_centroid_match,0.005397471605628017,67,2018-03-29,2024-07-26,2024-07-29,2024-08-23
2,3,16.342855284409296,sequential_centroid_match,0.006071979399440557,67,2018-03-29,2024-07-26,2024-07-29,2024-08-23
3,2,2.1211307751299344,sequential_centroid_match,0.012941255974460077,67,2018-03-29,2024-07-26,2024-07-29,2024-08-23
0,0,-2.156341429245793,sequential_centroid_match,0.0038094440345065304,68,2018-03-29,2024-08-23,2024-08-26,2024-09-23
1,1,1.540645051576076,sequential_centroid_match,0.005000450344659546,68,2018-03-29,2024-08-23,2024-08-26,2024-09-23
2,3,16.385682208055982,sequential_centroid_match,0.004529524483908194,68,2018-03-29,2024-08-23,2024-08-26,2024-09-23
3,2,2.1341080737377895,sequential_centroid_match,0.011938338930898297,68,2018-03-29,2024-08-23,2024-08-26,2024-09-23
0,1,1.540597114623937,sequential_centroid_match,0.004187065413080763,69,2018-03-29,2024-09-23,2024-09-24,2024-10-21
1,0,-2.153785127131589,sequential_centroid_match,0.002130071046445025,69,2018-03-29,2024-09-23,2024-09-24,2024-10-21
2,3,16.469351122009368,sequential_centroid_match,0.001342882497185509,69,2018-03-29,2024-09-23,2024-09-24,2024-10-21
3,2,2.15136343437212,sequential_centroid_match,0.003340276204899219,69,2018-03-29,2024-09-23,2024-09-24,2024-10-21
0,0,-2.150520875426887,sequential_centroid_match,0.004599102692352867,70,2018-03-29,2024-10-21,2024-10-22,2024-11-18
1,3,16.541548089194333,sequential_centroid_match,0.004165004701184473,70,2018-03-29,2024-10-21,2024-10-22,2024-11-18
2,1,1.5812382793852842,sequential_centroid_match,0.005716716046701848,70,2018-03-29,2024-10-21,2024-10-22,2024-11-18
3,2,2.1472932893878345,sequential_centroid_match,0.00607936177944293,70,2018-03-29,2024-10-21,2024-10-22,2024-11-18
0,0,-2.134901617728861,sequential_centroid_match,0.005865174395003356,71,2018-03-29,2024-11-18,2024-11-19,2024-12-17
1,2,2.1327160905638114,sequential_centroid_match,0.015551125863573764,71,2018-03-29,2024-11-18,2024-11-19,2024-12-17
2,3,16.536970496084802,sequential_centroid_match,0.008060450030886634,71,2018-03-29,2024-11-18,2024-11-19,2024-12-17
3,1,1.6498407877567762,sequential_centroid_match,0.011440119120143533,71,2018-03-29,2024-11-18,2024-11-19,2024-12-17
0,2,2.13055018233791,sequential_centroid_match,0.017108824104156244,72,2018-03-29,2024-12-17,2024-12-18,2025-01-17
1,0,-2.143557604052737,sequential_centroid_match,0.012538383816884734,72,2018-03-29,2024-12-17,2024-12-18,2025-01-17
2,1,1.6850007438322043,sequential_centroid_match,0.02624519836428028,72,2018-03-29,2024-12-17,2024-12-18,2025-01-17
3,3,16.590073009112263,sequential_centroid_match,0.005415096468106027,72,2018-03-29,2024-12-17,2024-12-18,2025-01-17
0,1,1.6417438911904565,sequential_centroid_match,0.013939877486645198,73,2018-03-29,2025-01-17,2025-01-21,2025-02-18
1,2,2.102740353716655,sequential_centroid_match,0.014841075902279472,73,2018-03-29,2025-01-17,2025-01-21,2025-02-18
2,3,16.66985629371437,sequential_centroid_match,0.0035226601960271437,73,2018-03-29,2025-01-17,2025-01-21,2025-02-18
3,0,-2.1480868616401567,sequential_centroid_match,0.003966876259414681,73,2018-03-29,2025-01-17,2025-01-21,2025-02-18
0,3,16.652451510019837,sequential_centroid_match,0.009308543220269883,74,2018-03-29,2025-02-18,2025-02-19,2025-03-18
1,0,-2.132872509324547,sequential_centroid_match,0.005259461579591999,74,2018-03-29,2025-02-18,2025-02-19,2025-03-18
2,1,1.6756927331062401,sequential_centroid_match,0.008221058641460622,74,2018-03-29,2025-02-18,2025-02-19,2025-03-18
3,2,2.0884558224530942,sequential_centroid_match,0.020612161933705186,74,2018-03-29,2025-02-18,2025-02-19,2025-03-18
0,0,-2.145169203275082,sequential_centroid_match,0.0033738172197058333,75,2018-03-29,2025-03-18,2025-03-19,2025-04-15
1,3,16.6692593075126,sequential_centroid_match,0.007263525317479407,75,2018-03-29,2025-03-18,2025-03-19,2025-04-15
2,1,1.6562940659999696,sequential_centroid_match,0.006683528274014319,75,2018-03-29,2025-03-18,2025-03-19,2025-04-15
3,2,2.100068411569438,sequential_centroid_match,0.01197258869811381,75,2018-03-29,2025-03-18,2025-03-19,2025-04-15
0,3,16.094182984995207,sequential_centroid_match,0.13771138965617583,76,2018-03-29,2025-04-15,2025-04-16,2025-05-14
1,1,1.6727135101207105,sequential_centroid_match,0.01213540242346281,76,2018-03-29,2025-04-15,2025-04-16,2025-05-14
2,2,2.027758749517244,sequential_centroid_match,0.008972688594295484,76,2018-03-29,2025-04-15,2025-04-16,2025-05-14
3,0,-2.135524007761344,sequential_centroid_match,0.008025917777625825,76,2018-03-29,2025-04-15,2025-04-16,2025-05-14
0,2,1.6361519986537723,sequential_centroid_match,0.06924597357343992,77,2018-03-29,2025-05-14,2025-05-15,2025-06-12
1,0,-2.190017848085589,sequential_centroid_match,0.014736680870836186,77,2018-03-29,2025-05-14,2025-05-15,2025-06-12
2,1,1.7954406771251075,sequential_centroid_match,0.03792704779832212,77,2018-03-29,2025-05-14,2025-05-15,2025-06-12
3,3,14.34113071623674,sequential_centroid_match,0.3905125504664223,77,2018-03-29,2025-05-14,2025-05-15,2025-06-12
0,1,1.7838946276611711,sequential_centroid_match,0.030289490147284517,78,2018-03-29,2025-06-12,2025-06-13,2025-07-14
1,2,1.4617251105785163,sequential_centroid_match,0.029979576334008853,78,2018-03-29,2025-06-12,2025-06-13,2025-07-14
2,0,-2.1762114186182453,sequential_centroid_match,0.02152641862173365,78,2018-03-29,2025-06-12,2025-06-13,2025-07-14
3,3,14.402365070379865,sequential_centroid_match,0.001415244475693798,78,2018-03-29,2025-06-12,2025-06-13,2025-07-14
0,2,1.8714240768422763,sequential_centroid_match,0.0658278164355357,79,2018-03-29,2025-07-14,2025-07-15,2025-08-11
1,1,1.4220588514726165,sequential_centroid_match,0.07693743749770691,79,2018-03-29,2025-07-14,2025-07-15,2025-08-11
2,0,-2.1920420905682834,sequential_centroid_match,0.04211559148225281,79,2018-03-29,2025-07-14,2025-07-15,2025-08-11
3,3,14.96907427264542,sequential_centroid_match,0.1231370328718647,79,2018-03-29,2025-07-14,2025-07-15,2025-08-11
0,0,-2.165936086469002,sequential_centroid_match,0.0477243634514738,80,2018-03-29,2025-08-11,2025-08-12,2025-09-09
1,1,2.044309761721957,sequential_centroid_match,0.1060262179013705,80,2018-03-29,2025-08-11,2025-08-12,2025-09-09
2,3,14.51518905607342,sequential_centroid_match,0.12358526506917883,80,2018-03-29,2025-08-11,2025-08-12,2025-09-09
3,2,1.3127241250389794,sequential_centroid_match,0.09404951812218218,80,2018-03-29,2025-08-11,2025-08-12,2025-09-09
0,0,-2.1657155968672677,sequential_centroid_match,0.032501845736919166,81,2018-03-29,2025-09-09,2025-09-10,2025-10-07
1,2,1.847100078861486,sequential_centroid_match,0.08108021050702494,81,2018-03-29,2025-09-09,2025-09-10,2025-10-07
2,3,15.04985265772537,sequential_centroid_match,0.12293277708715455,81,2018-03-29,2025-09-09,2025-09-10,2025-10-07
3,1,1.7540368066633225,sequential_centroid_match,0.05916739844889681,81,2018-03-29,2025-09-09,2025-09-10,2025-10-07
0,2,1.514922193335138,sequential_centroid_match,0.058664476119076735,82,2018-03-29,2025-10-07,2025-10-08,2025-11-04
1,0,-2.171109609408445,sequential_centroid_match,0.01747777349501281,82,2018-03-29,2025-10-07,2025-10-08,2025-11-04
2,1,1.8923320499442697,sequential_centroid_match,0.02646972375667922,82,2018-03-29,2025-10-07,2025-10-08,2025-11-04
3,3,14.639044770572212,sequential_centroid_match,0.12387566439146046,82,2018-03-29,2025-10-07,2025-10-08,2025-11-04
0,1,1.885545438732405,sequential_centroid_match,0.00888551497497129,83,2018-03-29,2025-11-04,2025-11-05,2025-12-03
1,2,1.3876076524322343,sequential_centroid_match,0.02410446730513059,83,2018-03-29,2025-11-04,2025-11-05,2025-12-03
2,3,14.691511058967818,sequential_centroid_match,0.0024930738226531285,83,2018-03-29,2025-11-04,2025-11-05,2025-12-03
3,0,-2.1845422885140042,sequential_centroid_match,0.007895983599458391,83,2018-03-29,2025-11-04,2025-11-05,2025-12-03
0,0,-2.183762014874066,sequential_centroid_match,0.0572201506615594,84,2018-03-29,2025-12-03,2025-12-04,2026-01-02
1,3,14.947150677459685,sequential_centroid_match,0.06777125853515707,84,2018-03-29,2025-12-03,2025-12-04,2026-01-02
2,1,1.8472232548356535,sequential_centroid_match,0.10794941294034922,84,2018-03-29,2025-12-03,2025-12-04,2026-01-02
3,2,1.8907973083283736,sequential_centroid_match,0.0846512788067031,84,2018-03-29,2025-12-03,2025-12-04,2026-01-02
0,1,1.9179797336641693,sequential_centroid_match,0.10766285944769831,85,2018-03-29,2026-01-02,2026-01-05,2026-02-02
1,2,1.0851112508825969,sequential_centroid_match,0.13046518949936547,85,2018-03-29,2026-01-02,2026-01-05,2026-02-02
2,3,12.5028223739171,sequential_centroid_match,0.4234349335061996,85,2018-03-29,2026-01-02,2026-01-05,2026-02-02
3,0,-2.1797611026130257,sequential_centroid_match,0.060158714425330134,85,2018-03-29,2026-01-02,2026-01-05,2026-02-02
0,0,-2.1926115681549896,sequential_centroid_match,0.02527004333996116,86,2018-03-29,2026-02-02,2026-02-03,2026-03-03
1,2,1.1931209623489671,sequential_centroid_match,0.03108798729594472,86,2018-03-29,2026-02-02,2026-02-03,2026-03-03
2,3,13.877770572973704,sequential_centroid_match,0.23248390633339736,86,2018-03-29,2026-02-02,2026-02-03,2026-03-03
3,1,2.248642744358551,sequential_centroid_match,0.05825668610273543,86,2018-03-29,2026-02-02,2026-02-03,2026-03-03
0,3,14.849327068480129,sequential_centroid_match,0.151013345816062,87,2018-03-29,2026-03-03,2026-03-04,2026-03-31
1,1,1.534221619300394,sequential_centroid_match,0.11524611214666733,87,2018-03-29,2026-03-03,2026-03-04,2026-03-31
2,0,-2.181776757538797,sequential_centroid_match,0.047370344848383684,87,2018-03-29,2026-03-03,2026-03-04,2026-03-31
3,2,1.7410062910722965,sequential_centroid_match,0.08583876297677347,87,2018-03-29,2026-03-03,2026-03-04,2026-03-31
0,0,-2.1617516850029084,sequential_centroid_match,0.047407648889740174,88,2018-03-29,2026-03-31,2026-04-01,2026-04-29
1,1,2.1629978041823157,sequential_centroid_match,0.11153243730930949,88,2018-03-29,2026-03-31,2026-04-01,2026-04-29
2,3,14.908839898907857,sequential_centroid_match,0.0025057500929858588,88,2018-03-29,2026-03-31,2026-04-01,2026-04-29
3,2,1.2953276093750485,sequential_centroid_match,0.07532297128591373,88,2018-03-29,2026-03-31,2026-04-01,2026-04-29
0,1,1.930157080388485,sequential_centroid_match,0.03788918979639195,89,2018-03-29,2026-04-29,2026-04-30,2026-05-28
1,2,1.3950923682422554,sequential_centroid_match,0.018653059542691114,89,2018-03-29,2026-04-29,2026-04-30,2026-05-28
2,0,-2.1685067469740935,sequential_centroid_match,0.012280019951903406,89,2018-03-29,2026-04-29,2026-04-30,2026-05-28
3,3,14.924013736182216,sequential_centroid_match,0.0017428108138907773,89,2018-03-29,2026-04-29,2026-04-30,2026-05-28
0,2,1.3286900304683282,sequential_centroid_match,0.011960275792117323,90,2018-03-29,2026-05-28,2026-05-29,2026-06-26
1,1,2.1586527773439386,sequential_centroid_match,0.034990275879469866,90,2018-03-29,2026-05-28,2026-05-29,2026-06-26
2,0,-2.1597517903316166,sequential_centroid_match,0.013716792259721831,90,2018-03-29,2026-05-28,2026-05-29,2026-06-26
3,3,14.944967383283185,sequential_centroid_match,0.002156513957515252,90,2018-03-29,2026-05-28,2026-05-29,2026-06-26
0,0,-2.1617791103268016,sequential_centroid_match,0.04573309482206581,91,2018-03-29,2026-06-26,2026-06-29,2026-07-01
1,2,1.9364280029194765,sequential_centroid_match,0.11095260598429924,91,2018-03-29,2026-06-26,2026-06-29,2026-07-01
2,3,15.927342068032315,sequential_centroid_match,0.24683245077675148,91,2018-03-29,2026-06-26,2026-06-29,2026-07-01
3,1,1.8649504190109591,sequential_centroid_match,0.07735789227019059,91,2018-03-29,2026-06-26,2026-06-29,2026-07-01
