feature,pc1,pc2,pc3
market_return,-0.21990571393551195,-0.16068943051817125,0.6379843888132409
cross_sectional_dispersion,0.3669911631489742,-0.009636105894223423,0.19217874224640297
breadth,-0.21469710693582783,-0.16868245556773206,0.634570802442767
realized_volatility_20d,-0.10712134093124083,0.650035857948343,0.1613904844767027
trend_60d,-0.021004443358823118,-0.2892590601563593,-0.00037892155028211415
liquidity_stress,-0.006778859175988558,0.028839905468863093,-0.1817359291564705
sector_dispersion,0.5981362415265512,0.10466768665874328,0.21423563998382864
sector_return_max_minus_min,0.6021999554432015,0.09952060933516617,0.1913233482782527
market_move_to_dispersion,-0.19618930756723038,0.6463152826639755,0.10856626687472554
