regime,market_return,cross_sectional_dispersion,breadth,realized_volatility_20d,trend_60d,liquidity_stress,sector_dispersion,sector_return_max_minus_min,market_move_to_dispersion,n_days
0,0.0002327071598324427,0.013634585939155404,0.5122000000000001,0.01171917066031833,0.029914758772101216,-0.02672380961975598,0.004366530430371295,0.01288743817748241,0.677251630470409,125
1,-0.00273009585852202,0.013269097753787215,0.44410569105691056,0.01180381773766895,0.04407857074003238,-0.020925569316353813,0.003912225537538792,0.011471061031461303,0.6695423958448219,82
2,0.0011551184961589175,0.013505470468031595,0.520464135021097,0.01252137937789797,0.014942203089133204,-0.018413242756919766,0.0041482039697746925,0.012247245499080387,0.7358980137326107,158
3,0.0017347955669805282,0.013561153231529262,0.5326388888888889,0.01063221260240487,0.014246175597595799,-0.03434187042278355,0.004190542510397269,0.012205859109998681,0.612033498528613,84
