signal,mean_rank_ic,std_rank_ic,ic_information_ratio,n_days
reversal_5d_z,-0.07104086334497865,0.15172118834651874,-0.46823297470309255,690
momentum_20d_z,0.10835797775811724,0.17727837347466457,0.6112306630205124,690
momentum_60d_z,0.07326559513492785,0.13703287789522708,0.5346570564689258,690
momentum_20d_vol_adj_z,0.10624121441605748,0.16991923686583782,0.6252453599467479,690
liquidity_adjusted_momentum_z,0.08943340469497175,0.165731579637314,0.5396280231606269,690
